Timestamp,Endpoint,Industry_ID,Alert_Level,Confidence,Response_Time,Status,Error
2026-02-12 10:24:26,/api/predict,,,,0.087s,error,"Prediction failed: feature_names mismatch: ['Industry_ID', 'Production_Volume', 'Capacity_Utilization', 'Operating_Hours', 'Equipment_Age', 'Scrubber_Installed', 'Past_Violation_Count', 'Inspection_Frequency', 'Penalty_Last_Year', 'Audit_Score', 'Temperature', 'Humidity', 'Wind_Speed', 'Rainfall', 'Industry_Type_Chemical', 'Industry_Type_Pharma', 'Industry_Type_Steel', 'Industry_Type_Textile', 'Fuel_Type_Diesel', 'Fuel_Type_Gas'] ['Industry_ID', 'Production_Volume', 'Capacity_Utilization', 'Operating_Hours', 'Equipment_Age', 'Scrubber_Installed', 'Past_Violation_Count', 'Inspection_Frequency', 'Penalty_Last_Year', 'Audit_Score', 'Temperature', 'Humidity', 'Wind_Speed', 'Rainfall', 'CO2_Lag_1', 'SO2_Lag_1', 'BOD_Lag_1', 'COD_Lag_1', 'Industry_Type_Chemical', 'Industry_Type_Pharma', 'Industry_Type_Steel', 'Industry_Type_Textile', 'Fuel_Type_Diesel', 'Fuel_Type_Gas']
training data did not have the following fields: CO2_Lag_1, BOD_Lag_1, SO2_Lag_1, COD_Lag_1"
2026-02-12 10:25:09,/api/predict,,,,0.071s,error,"Prediction failed: feature_names mismatch: ['Industry_ID', 'Production_Volume', 'Capacity_Utilization', 'Operating_Hours', 'Equipment_Age', 'Scrubber_Installed', 'Past_Violation_Count', 'Inspection_Frequency', 'Penalty_Last_Year', 'Audit_Score', 'Temperature', 'Humidity', 'Wind_Speed', 'Rainfall', 'Industry_Type_Chemical', 'Industry_Type_Pharma', 'Industry_Type_Steel', 'Industry_Type_Textile', 'Fuel_Type_Diesel', 'Fuel_Type_Gas'] ['Industry_ID', 'Production_Volume', 'Capacity_Utilization', 'Operating_Hours', 'Equipment_Age', 'Scrubber_Installed', 'Past_Violation_Count', 'Inspection_Frequency', 'Penalty_Last_Year', 'Audit_Score', 'Temperature', 'Humidity', 'Wind_Speed', 'Rainfall', 'CO2_Lag_1', 'SO2_Lag_1', 'BOD_Lag_1', 'COD_Lag_1', 'Industry_Type_Chemical', 'Industry_Type_Pharma', 'Industry_Type_Steel', 'Industry_Type_Textile', 'Fuel_Type_Diesel', 'Fuel_Type_Gas']
training data did not have the following fields: CO2_Lag_1, BOD_Lag_1, SO2_Lag_1, COD_Lag_1"
2026-02-12 10:25:29,/api/predict,,,,0.070s,error,"Prediction failed: feature_names mismatch: ['Industry_ID', 'Production_Volume', 'Capacity_Utilization', 'Operating_Hours', 'Equipment_Age', 'Scrubber_Installed', 'Past_Violation_Count', 'Inspection_Frequency', 'Penalty_Last_Year', 'Audit_Score', 'Temperature', 'Humidity', 'Wind_Speed', 'Rainfall', 'Industry_Type_Chemical', 'Industry_Type_Pharma', 'Industry_Type_Steel', 'Industry_Type_Textile', 'Fuel_Type_Diesel', 'Fuel_Type_Gas'] ['Industry_ID', 'Production_Volume', 'Capacity_Utilization', 'Operating_Hours', 'Equipment_Age', 'Scrubber_Installed', 'Past_Violation_Count', 'Inspection_Frequency', 'Penalty_Last_Year', 'Audit_Score', 'Temperature', 'Humidity', 'Wind_Speed', 'Rainfall', 'CO2_Lag_1', 'SO2_Lag_1', 'BOD_Lag_1', 'COD_Lag_1', 'Industry_Type_Chemical', 'Industry_Type_Pharma', 'Industry_Type_Steel', 'Industry_Type_Textile', 'Fuel_Type_Diesel', 'Fuel_Type_Gas']
training data did not have the following fields: CO2_Lag_1, BOD_Lag_1, SO2_Lag_1, COD_Lag_1"
2026-02-12 10:27:45,/api/predict,,,,2.058s,error,"Prediction failed: ""['Fuel_Type'] not in index"""
2026-02-12 10:29:14,/api/predict,,Low,80.0,2.194s,success,
2026-02-12 10:29:23,/api/ranking,,,,0.016s,success,
2026-02-12 10:29:23,/api/ranking,,,,0.007s,success,
2026-02-12 10:29:27,/api/simulate,,,,0.261s,success,
2026-02-12 10:42:25,/api/predict,,Low,80.0,2.062s,success,
2026-02-12 10:44:28,/api/ranking,,,,0.007s,success,
2026-02-12 10:44:28,/api/ranking,,,,0.005s,success,
2026-02-12 10:44:31,/api/guidelines,,,,,success,
2026-02-12 10:44:31,/api/guidelines,,,,,success,
2026-02-12 10:48:07,/api/guidelines,,,,,success,
2026-02-12 10:48:07,/api/guidelines,,,,,success,
2026-02-12 10:52:17,/api/predict,,Low,80.0,1.956s,success,
2026-02-12 10:52:22,/api/ranking,,,,0.006s,success,
2026-02-12 10:52:23,/api/ranking,,,,0.006s,success,
2026-02-12 10:52:24,/api/guidelines,,,,,success,
2026-02-12 10:52:24,/api/guidelines,,,,,success,
2026-02-12 10:52:29,/api/simulate,,,,0.187s,success,
2026-02-12 10:53:11,/api/simulate,,,,0.206s,success,
2026-02-12 10:53:22,/api/ranking,,,,0.004s,success,
2026-02-12 10:53:22,/api/ranking,,,,0.006s,success,
2026-02-12 10:53:48,/api/ranking,,,,0.008s,success,
2026-02-12 10:53:48,/api/ranking,N/A,N/A,N/A,0.006s,success,None
